,0,1,3,5,7,9,11,13,15,17,25
20,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
25,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
30,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
35,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
40,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
45,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
50,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
55,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
60,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
65,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
75,10.3,3.5,3,2.5,2,1.75,1.5,1.25,1,0.75,0
