plan,target,status,score,exact,close,wrong,missing,extra,totals,n_tables,n_attempts,crash,run_dir,ppd
lax_gen,Age_Serv_Wage,scored,0.9828,57,0,1,0,0,none,2,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_gen_Age_Serv_Wage_20260729_193222,
lax_gen,Ret_Rate,production,,,,,,,none,1,6,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_gen_Ret_Rate_20260729_193337,
lax_gen,Sep_Rate,crash,,,,,,,,,,object of type 'int' has no len(),/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_gen_Sep_Rate_20260729_193630,
lax_gen,Avg_Mort,production,,,,,,,none,5,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_gen_Avg_Mort_20260729_200106,
lax_gen,Retirement,unavailable,,,,,,,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_gen_Retirement_20260729_200217,
lax_uty,Age_Serv_Num,scored,1.0,58,0,0,0,0,suspect,1,8,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_uty_Age_Serv_Num_20260729_200248,ok
lax_uty,Age_Serv_Wage,scored,0.9831,58,0,0,1,0,suspect,2,9,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_uty_Age_Serv_Wage_20260729_201100,
lax_uty,Ret_Rate,scored,0.6561,124,20,45,0,0,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_uty_Ret_Rate_20260729_201434,
lax_uty,Sep_Rate,scored,0.7909,87,0,23,0,0,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_uty_Sep_Rate_20260729_201527,
lax_uty,Avg_Mort,production,,,,,,,clean,4,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_uty_Avg_Mort_20260729_201548,
lax_uty,Retirement,unavailable,,,,,,,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/lax_uty_Retirement_20260729_201626,
mil,Age_Serv_Num,scored,1.0,80,0,0,0,0,clean,3,5,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/mil_Age_Serv_Num_20260729_201652,ok
mil,Age_Serv_Wage,crash,,,,,,,,,,object of type 'int' has no len(),/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/mil_Age_Serv_Wage_20260729_202029,
mil,Ret_Rate,unavailable,,,,,,,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/mil_Ret_Rate_20260729_202119,
mil,Sep_Rate,scored,0.0,0,0,58,11,0,none,1,3,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/mil_Sep_Rate_20260729_202146,
mil,Avg_Mort,crash,,,,,,,,,8,response still violates the contract after 8 attempts: | unavailable=true requires row_map to be an EMPTY list - either the target is derivable (then map it fully) or it is not (then declare no mappings) | unavailable=true requires col_map to be an EMPTY list - either the target is derivable (then m,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/mil_Avg_Mort_20260729_202925,
mil,Retirement,scored,0.8182,18,0,0,4,0,none,3,6,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/mil_Retirement_20260729_203437,
nsh,Age_Serv_Num,scored,0.375,36,0,59,1,0,clean,4,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nsh_Age_Serv_Num_20260729_203655,ok
nsh,Age_Serv_Wage,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | col_map references 10 source label(s) that do NOT exist in source_tables[0]: ['0-4', '5-9', '10-14', '15-19', '20-24', '25-29'] .... Code matches these EXACTLY against the table's own labels and silently yields an empty cell when there is no m",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nsh_Age_Serv_Wage_20260729_203740,
nsh,Ret_Rate,scored,0.0,0,0,0,189,0,none,5,6,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nsh_Ret_Rate_20260729_204140,
nsh,Sep_Rate,scored,1.0,121,0,0,0,0,none,2,4,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nsh_Sep_Rate_20260729_204402,
nsh,Avg_Mort,scored,0.0,0,0,75,225,0,none,3,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nsh_Avg_Mort_20260729_204519,
nsh,Retirement,crash,,,,,,,,,,harness error: row 50-54: share_even takes one source,,
nyc_edu,Age_Serv_Num,production,,,,,,,clean,1,3,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_edu_Age_Serv_Num_20260729_205502,ok
nyc_edu,Age_Serv_Wage,production,,,,,,,none,2,5,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_edu_Age_Serv_Wage_20260729_205618,
nyc_edu,Ret_Rate,production,,,,,,,none,1,6,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_edu_Ret_Rate_20260729_205812,
nyc_edu,Sep_Rate,production,,,,,,,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_edu_Sep_Rate_20260729_212713,
nyc_edu,Avg_Mort,crash,,,,,,,,,,object of type 'int' has no len(),/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_edu_Avg_Mort_20260729_212735,
nyc_edu,Retirement,production,,,,,,,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_edu_Retirement_20260729_213644,
nyc_ers,Age_Serv_Num,production,,,,,,,suspect,9,8,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_ers_Age_Serv_Num_20260729_213712,ok
nyc_ers,Age_Serv_Wage,scored,0.125,10,0,59,11,0,none,2,4,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_ers_Age_Serv_Wage_20260729_215252,
nyc_ers,Ret_Rate,scored,0.0,0,0,0,189,0,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_ers_Ret_Rate_20260729_215722,
nyc_ers,Sep_Rate,scored,0.0364,4,0,106,0,0,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_ers_Sep_Rate_20260729_215802,
nyc_ers,Avg_Mort,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | output-limit truncation (64000 tok): content=185793 chars, 3 source_tables, ~0 cell-rows, late-window recurs 106x -> LIKELY LOOP. [full text -> /orcd/scratch/orcd/011/ncomati/dumps/truncated_1001_185793.txt] HEAD: '{   ""source_tables"": [     {",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_ers_Avg_Mort_20260729_215856,
nyc_ers,Retirement,scored,0.0,0,2,20,0,0,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_ers_Retirement_20260729_222216,
nyc_pol,Age_Serv_Num,production,,,,,,,suspect,1,8,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_pol_Age_Serv_Num_20260729_222248,ok
nyc_pol,Age_Serv_Wage,production,,,,,,,none,2,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_pol_Age_Serv_Wage_20260729_222517,
nyc_pol,Ret_Rate,unavailable,,,,,,,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_pol_Ret_Rate_20260729_222545,
nyc_pol,Sep_Rate,production,,,,,,,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_pol_Sep_Rate_20260729_222620,
nyc_pol,Avg_Mort,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | output-limit truncation (64000 tok): content=186407 chars, 4 source_tables, ~0 cell-rows, late-window recurs 408x -> LIKELY LOOP. [full text -> /orcd/scratch/orcd/011/ncomati/dumps/truncated_1000_186407.txt] HEAD: '{   ""source_tables"": [     {",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_pol_Avg_Mort_20260729_223330,
nyc_pol,Retirement,production,,,,,,,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/nyc_pol_Retirement_20260729_230954,
phi,Age_Serv_Num,scored,1.0,60,0,0,0,0,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phi_Age_Serv_Num_20260729_231022,ok
phi,Age_Serv_Wage,scored,1.0,60,0,0,0,20,clean,2,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phi_Age_Serv_Wage_20260729_231054,
phi,Ret_Rate,unavailable,,,,,,,none,0,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phi_Ret_Rate_20260729_231134,
phi,Sep_Rate,scored,0.1727,19,0,91,0,0,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phi_Sep_Rate_20260729_231156,
phi,Avg_Mort,scored,0.0,0,0,85,15,0,suspect,6,8,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phi_Avg_Mort_20260729_231245,
phi,Retirement,scored,1.0,22,0,0,0,0,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phi_Retirement_20260729_232051,
phx,Age_Serv_Num,scored,1.0,59,0,0,0,0,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phx_Age_Serv_Num_20260729_232111,ok
phx,Age_Serv_Wage,scored,0.9661,55,2,0,0,0,clean,2,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phx_Age_Serv_Wage_20260729_232127,
phx,Ret_Rate,scored,0.0,0,0,0,189,0,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phx_Ret_Rate_20260729_232148,
phx,Sep_Rate,scored,0.7909,87,0,1,22,0,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phx_Sep_Rate_20260729_232207,
phx,Avg_Mort,scored,0.2,20,20,35,25,0,clean,3,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phx_Avg_Mort_20260729_232223,
phx,Retirement,scored,1.0,22,0,0,0,0,none,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/phx_Retirement_20260729_232301,
sd,Age_Serv_Num,scored,0.9206,58,0,5,0,0,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sd_Age_Serv_Num_20260729_232320,ok
sd,Age_Serv_Wage,scored,0.9123,52,1,4,0,0,clean,2,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sd_Age_Serv_Wage_20260729_232342,
sd,Ret_Rate,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | output-limit truncation (64000 tok): content=192542 chars, 2 source_tables, ~0 cell-rows, late-window recurs 194x -> LIKELY LOOP. [full text -> /orcd/scratch/orcd/011/ncomati/dumps/truncated_1002_192542.txt] HEAD: '{   ""source_tables"": [     {",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sd_Ret_Rate_20260729_232413,
sd,Sep_Rate,scored,0.1182,13,5,92,0,0,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sd_Sep_Rate_20260729_234142,
sd,Avg_Mort,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | row_map references 4 source label(s) that do NOT exist in source_tables[0]: ['75', '80', '85', '90']. Code matches these EXACTLY against the table's own labels and silently yields an empty cell when there is no match, so the whole grid comes o",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sd_Avg_Mort_20260729_234216,
sd,Retirement,scored,1.0,22,0,0,0,0,clean,2,4,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sd_Retirement_20260729_234822,
sea,Age_Serv_Num,production,,,,,,,suspect,1,7,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sea_Age_Serv_Num_20260729_234956,ok
sea,Age_Serv_Wage,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | output-limit truncation (64000 tok): content=311009 chars, 2 source_tables, ~0 cell-rows, late-window recurs 544x -> LIKELY LOOP. [full text -> /orcd/scratch/orcd/011/ncomati/dumps/truncated_0_311009.txt] HEAD: '{   ""source_tables"": [     {   ",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sea_Age_Serv_Wage_20260730_001142,
sea,Ret_Rate,crash,,,,,,,,,8,response still violates the contract after 8 attempts: | row_map must be a non-empty list,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sea_Ret_Rate_20260730_003423,
sea,Sep_Rate,scored,0.7364,81,0,19,10,0,none,1,4,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sea_Sep_Rate_20260730_004436,
sea,Avg_Mort,scored,0.05,5,0,68,27,0,clean,3,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sea_Avg_Mort_20260730_004543,
sea,Retirement,scored,0.8636,19,0,3,0,0,clean,3,4,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sea_Retirement_20260730_004625,
sf,Age_Serv_Num,scored,0.9875,79,0,1,0,0,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sf_Age_Serv_Num_20260730_004731,ok
sf,Age_Serv_Wage,scored,0.925,74,0,0,6,0,clean,2,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sf_Age_Serv_Wage_20260730_004757,
sf,Ret_Rate,crash,,,,,,,,,,object of type 'int' has no len(),/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sf_Ret_Rate_20260730_004831,
sf,Sep_Rate,scored,0.2182,24,7,79,0,0,none,1,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sf_Sep_Rate_20260730_005748,
sf,Avg_Mort,scored,0.7,70,0,10,20,0,none,3,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sf_Avg_Mort_20260730_005836,
sf,Retirement,crash,,,,,,,,,8,"response still violates the contract after 8 attempts: | col_map[1] ('AverageBenefit'): the declared ratio ['Total'] / ['Total'] implies an average of 1.00 - far below 5,000, so the DENOMINATOR is not a member count. Dividing one dollar column by another dollar column is not an average. The denomina",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/_batch_round3/sf_Retirement_20260730_005926,
