,5,10,15,20,25,30,35,40,45,50,55
25,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,13.752,19.876,100,100,100
60,0,0,0,0,0,9.89,13.752,19.876,100,100,100
65,0,15.228,15.228,15.228,15.228,15.228,13.752,19.876,100,100,100
70,0,19.58,19.58,19.58,19.58,19.58,19.58,19.58,100,100,100
75,0,18.38,18.38,18.38,18.38,18.38,18.38,18.38,100,100,100
