,0,1,2,3,4,5,10,15,20,25,30
25,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
30,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
35,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
40,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
45,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
50,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
55,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
60,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
65,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
70,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
75,15,9,7,5.5,4,3,1.8,1.2,0.9,0.7,0.6
