plan,target,status,score,exact,close,wrong,missing,extra,totals,n_tables,n_attempts,crash,run_dir,ppd
phx,Age_Serv_Num,scored,1.0,59,0,0,0,0,clean,1,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/phx_Age_Serv_Num_20260727_110009,ok
phx,Age_Serv_Wage,scored,0.9661,55,2,0,0,0,clean,2,1,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/phx_Age_Serv_Wage_20260727_110032,
chi_pol,Age_Serv_Num,crash,,,,,,,,,,"local model hit the 64000-token output limit. content=153396 chars, 1 source_tables, ~0 cell-rows, late-window recurs 162x -> LIKELY LOOP. HEAD: '{   ""source_tables"": [     {       ""page"": 46,       ""title"": ""Exhibit C – Part III Total Lives and Annual Salaries of All Active Participants Classif' TA",/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/chi_pol_Age_Serv_Num_20260727_110105,
chi_pol,Age_Serv_Wage,scored,0.0,0,0,0,38,0,none,2,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/chi_pol_Age_Serv_Wage_20260727_111024,
chi_ff,Age_Serv_Num,scored,0.9787,46,0,1,0,24,suspect,1,7,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/chi_ff_Age_Serv_Num_20260727_111124,ok
chi_ff,Age_Serv_Wage,scored,0.0,0,0,45,35,0,none,2,2,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/chi_ff_Age_Serv_Wage_20260727_111341,
lax_uty,Age_Serv_Num,scored,0.725,58,0,0,22,0,suspect,1,7,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/lax_uty_Age_Serv_Num_20260727_111440,ok
lax_uty,Age_Serv_Wage,scored,1.0,59,0,0,0,15,suspect,2,8,,/orcd/scratch/orcd/011/ncomati/state-and-local-pension/Data Extraction/runs/lax_uty_Age_Serv_Wage_20260727_111628,
