,1,4,7,10,13,16,19,22,25,28,30
20,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
25,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
30,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
35,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
40,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
45,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
50,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
55,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
60,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
65,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
75,3.25,2.8,2.35,1.9,1.45,1.16,0.95,0.74,0.53,0.32,0.25
