,0,3,5,6,9,11,13,15,17,19,21
20,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
25,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
30,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
35,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
40,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
45,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
50,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
55,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
60,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
65,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
75,2.6,2,1.65,1.35,1.15,0.95,0.75,0.55,0.4,0.3,0.25
