,0,1,2,3,4,5,6,7,10,13,15
20,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
25,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
30,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
35,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
40,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
45,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
50,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
55,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
60,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
65,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
75,6.75,5,4.5,3.5,2.5,1.5,1.4,1.3,1,0.85,0.75
