0.021501304092023,0,0,0,0,0,0,0,0,0,0
7.88246030973923E-02,1.54024154656512E-02,0,0,0,0,0,0,0,0,0
5.63898192801783E-02,0.04896714985245,1.30316549228895E-02,0,0,0,0,0,0,0,0
4.54706544549915E-02,3.45538059566662E-02,4.22613835883609E-02,9.61044014843023E-03,0,0,0,0,0,0,0
3.71897859250715E-02,2.76638917070866E-02,3.00879277676631E-02,3.15263667486646E-02,6.65133258284343E-03,0,0,0,0,0,0
3.25941934318236E-02,2.62057639477622E-02,2.79557488916376E-02,2.49341005007899E-02,2.49422076448052E-02,6.13942434644838E-03,0,0,0,0,0
2.50707637856193E-02,2.07149111225383E-02,0.023731926859663,2.11689111873955E-02,1.68084258705915E-02,0.017207992254203,3.96786791377705E-03,0,0,0,0
1.98265997711469E-02,0.01608804821666,1.96864619960252E-02,2.03547222955726E-02,1.65397319546556E-02,1.04975933363909E-02,8.1731593308595E-03,2.23988807508605E-03,0,0,0
1.18491700600855E-02,1.07477566374346E-02,1.31937978031956E-02,1.39813489361111E-02,1.04037820984995E-02,7.13312857003878E-03,3.75244951565605E-03,3.48723009001246E-03,0,0,0
7.52574597306575E-03,7.0578479470395E-03,7.63229700869549E-03,6.39769479150742E-03,4.84459763086089E-03,3.78719441857879E-03,2.12059724171797E-03,2.10438295368736E-03,0,0,0
0,0,0,0,0,0,0,0,0,0,0
