,1,2,3,4,6,8,10,11,12,30,40
25,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,0,0,0,0
30,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,2.82,2.82,2.82,2.82
35,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,2.78,2.78,2.78,2.78
40,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,2.7,2.7,2.7,2.7
45,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,2.5,2.5,2.5,2.5
50,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,2.3,2.3,2.3,2.3
55,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,2.1,2.1,2.1,2.1
60,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,1.8,1.8,1.8,1.8
65,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,1.2,1.2,1.2,1.2
70,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,0,0,0,0
75,14.9027,11.9756,9.6637,7.2275,5.5556,4.1464,3.3777,0,0,0,0
