,1,5,10,15,20,30,35,40,45,50,55
20,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
25,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
30,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
35,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
40,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
45,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
50,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
55,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
60,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
65,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
75,5.75,2.07,0.76,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
